,filenumber,particle_id,mc_z,mc_r,pred_z,pred_r,action_z,action_r
0,1,-18987,140.1999969482422,6.0096211433410645,132.29863226413727,5.739054441452026,-1.2373632,-2.0648098
1,1,-18987,139.39999389648438,5.971002101898193,153.6626981496811,6.750494956970215,-1.2775687,-0.8659363
2,1,-18987,174.39999389648438,7.438467502593994,173.11851859092712,7.761935472488403,-1.9082454,-1.3663322
3,1,-18987,200.35899353027344,8.5305757522583,191.38656628131866,8.773375988006592,-1.1877728,-1.8054085
4,1,-18987,230.16900634765625,9.783276557922363,209.43142357468605,9.78481650352478,-0.2231904,-0.76929724
5,1,-18987,265.6000061035156,11.265981674194336,225.39827221632004,12.170107007026672,-2.0780087,1.37385
6,1,-19066,84.97799682617188,5.472265720367432,105.22792851924896,6.822819232940674,0.7799305,-3.3342395
7,1,-19066,85.37799835205078,5.499518871307373,121.74578166007996,8.12154483795166,-2.9320755,-3.0667577
8,1,-19066,109.65699768066406,7.196159362792969,138.2334041595459,9.420270442962646,-0.030230641,-1.9516298
9,1,-19066,108.85700225830078,7.141043186187744,154.57623875141144,10.718996047973633,-0.14478791,-0.7717106
10,1,-19066,109.25700378417969,7.1650614738464355,172.8170940876007,12.01772165298462,1.8980207,-0.73501176
11,1,-19066,139.39999389648438,9.263513565063477,190.11793386936188,13.316447257995605,-0.94001555,-1.9136896
12,1,-19020,109.65699768066406,5.8893561363220215,103.82650864124298,5.598761558532715,-0.6214894,-0.9799875
13,1,-19020,108.85700225830078,5.8440985679626465,121.00611364841461,6.620229721069336,-0.86890376,-0.58000314
14,1,-19020,109.25700378417969,5.866636276245117,137.0756837129593,7.641697883605957,-1.110035,-0.3031057
15,1,-19020,139.39999389648438,7.5190606117248535,151.39095509052277,8.67625892162323,-1.7542987,0.0130928755
16,1,-19020,174.39999389648438,9.442169189453125,166.10750409960747,9.710819959640503,0.40127763,-1.7930855
17,1,-19020,201.5590057373047,10.926095008850098,181.0748285651207,10.745380997657776,0.25077546,-1.4362801
18,1,611,139.39999389648438,5.398980140686035,132.87079286575317,5.194348096847534,-1.0652041,-1.9105691
19,1,611,139.8000030517578,5.415037631988525,153.77183210849762,6.695877254009247,-1.9127544,0.59899825
20,1,611,140.1999969482422,3.603256940841675,173.3306645154953,8.462984144687653,-1.3422068,0.26557773
21,1,611,140.60000610351562,3.74833345413208,191.4956705570221,10.230091035366058,-1.3938264,-0.90014505
22,1,611,140.60000610351562,5.44521951675415,210.03004410862923,11.997197926044464,0.3693675,-0.08206308
23,1,611,175.1999969482422,6.745666980743408,229.55609875917435,14.69690877199173,0.9916811,0.93260396
24,1,-19137,51.71099853515625,5.123814582824707,60.99022030830383,6.554055452346802,-2.9327838,-0.20687234
25,1,-19137,52.111000061035156,5.170866966247559,67.88502287864685,7.8906707763671875,-1.5844162,-1.9133573
26,1,-19137,67.10800170898438,6.929471492767334,74.94416072964668,9.227286100387573,0.16433528,-2.6556711
27,1,-19137,66.30799865722656,6.832589626312256,82.09581231325865,10.563901424407959,0.09251373,-1.1820269
28,1,-19137,66.70800018310547,6.883310794830322,89.53933094441891,11.900516748428345,0.29186705,-1.4435501
29,1,-19137,84.97799682617188,9.016716957092285,97.06422970443964,13.23713207244873,0.08138013,-0.9271462
30,1,-19030,67.10800170898438,4.4016876220703125,55.17825746536255,3.532315254211426,1.8672605,-0.9124543
31,1,-19030,67.50800323486328,4.42557954788208,57.810003876686096,3.7504801154136658,0.36448824,0.1990487
32,1,-19030,85.37799835205078,5.542088508605957,58.682403802871704,3.9686449766159058,-1.7593465,-1.1042069
33,1,-19030,84.97799682617188,5.5135273933410645,60.872222542762756,4.186809837818146,1.3174188,-1.4895117
34,1,-19030,108.85700225830078,6.99848747253418,63.02782917022705,4.404974699020386,-0.034212112,-1.4832124
35,1,-19030,139.39999389648438,8.906052589416504,68.68025863170624,4.623139560222626,3.4968228,-1.677686
36,1,-19028,52.9109992980957,4.116989612579346,44.184561014175415,3.2532224655151367,2.285559,-2.3063033
37,1,-19028,67.50800323486328,5.255651950836182,45.88418889045715,3.285512924194336,-0.9859326,-0.37516606
38,1,-19028,66.30799865722656,5.154771327972412,46.635607063770294,3.317803382873535,-0.9482097,-1.4939787
39,1,-19028,66.70800018310547,5.1904826164245605,48.880088806152344,3.3500938415527344,1.4930636,-2.6842794
40,1,-19028,86.1780014038086,6.70706033706665,49.88919538259506,3.3823843002319336,-1.2353752,-2.347918
41,1,-19028,85.37799835205078,6.644410610198975,51.75437146425247,3.414674758911133,0.8560695,-3.1856265
42,1,-19048,67.50800323486328,4.856070041656494,55.395695209503174,3.8345046043395996,2.0846982,-1.9691566
43,1,-19048,86.1780014038086,6.186136245727539,57.50907588005066,3.8615682125091553,-0.37131524,-0.6104063
44,1,-19048,85.37799835205078,6.132126808166504,59.447638630867004,3.888631820678711,-0.17481792,-2.1604958
45,1,-19048,84.97799682617188,6.099877834320068,62.52943968772888,3.9156954288482666,1.1432383,-0.92434543
46,1,-19048,109.25700378417969,7.833959579467773,67.1639164686203,3.9427590370178223,1.5526757,-0.5657485
47,1,-19048,108.85700225830078,7.80824089050293,71.02716338634491,3.969822645187378,-0.77122986,-1.5181228
48,1,-18918,110.05699920654297,5.294532299041748,103.86357998847961,5.043603181838989,-0.9844196,-0.7170735
49,1,-18918,109.25700378417969,5.258118152618408,118.85813999176025,5.982856750488281,-2.6910186,-0.7044004
50,1,-18918,109.25700378417969,5.262497901916504,132.9755101799965,6.922110319137573,-0.8771898,-0.4782688
51,1,-18918,140.60000610351562,6.815158843994141,148.59871232509613,7.861363887786865,1.505832,-3.2704687
52,1,-18918,139.8000030517578,6.77989387512207,162.10334128141403,8.800617456436157,-2.1185732,-2.07383
53,1,-18918,175.1999969482422,8.54699993133545,175.43490487337112,9.73987102508545,-0.17306536,-0.15374559
54,1,-19048,67.50800323486328,4.856070041656494,55.42981433868408,3.8345046043395996,2.1188173,-1.301707
55,1,-19048,86.1780014038086,6.186136245727539,59.48835515975952,3.8615682125091553,1.5397258,-1.7875023
56,1,-19048,85.37799835205078,6.132126808166504,63.43774610757828,3.888631820678711,-0.10914987,-0.26810718
57,1,-19048,84.97799682617188,6.099877834320068,69.40266406536102,3.9156954288482666,2.015527,-2.8467834
58,1,-19048,109.25700378417969,7.833959579467773,73.11929005384445,3.9427590370178223,-2.248292,-0.2640041
59,1,-19048,108.85700225830078,7.80824089050293,76.07624703645706,3.969822645187378,-0.759669,-0.51985514
